,locus_tag,gene
1022,LFT_00466,mdtH
1023,LFT_00509,ydiK
1024,LFT_00518,sixA
1025,LFT_00560,ntpI
1026,LFT_00561,epsH
1027,LFT_00591,glnR3
1028,LFT_00607,pacB
1029,LFT_00632,yggS
1030,LFT_00634,yggT
1031,LFT_00635,divIVA
1032,LFT_00669,thiS
1033,LFT_00684,ttg2C
1034,LFT_00695,tonB3
1035,LFT_00702,ymdB
1036,LFT_00733,yggX
1037,LFT_00736,cheZ
1038,LFT_00738,BP2925
1039,LFT_00743,gspK
1040,LFT_00744,gspM
1041,LFT_00751,gspC
1042,LFT_00761,crtD
1043,LFT_00778,slp
1044,LFT_00822,phoH
1045,LFT_00823,mntH
1046,LFT_00834,ylxP
1047,LFT_00872,CP_0026
1048,LFT_00876,ftsX
1049,LFT_00904,tnp
1050,LFT_00913,rapZ
1051,LFT_00922,msi198
1052,LFT_00952,czcC
1053,LFT_00964,secD
1054,LFT_00965,secF
1055,LFT_01003,trbI
1056,LFT_01005,trbG
1057,LFT_01006,traK
1058,LFT_01014,traI
1059,LFT_01015,traF
1060,LFT_01043,radC
1061,LFT_01050,mltC
1062,LFT_01116,Z012_11195
1063,LFT_01124,pilC
1064,LFT_01160,MA20_37405
1065,LFT_01164,tnpA1
1066,LFT_01173,nifX
1067,LFT_01183,nifZ
1068,LFT_01185,nifT
1069,LFT_01193,nasR
1070,LFT_01219,insQ
1071,LFT_01237,ethD
1072,LFT_01251,pelG
1073,LFT_01254,ytrP
1074,LFT_01256,pelC
1075,LFT_01266,hipB
1076,LFT_01270,vapC
1077,LFT_01280,VY92_07520
1078,LFT_01302,ompH
1079,LFT_01333,rssA
1080,LFT_01357,lptG
1081,LFT_01358,lptF
1082,LFT_01418,uptD
1083,LFT_01439,tnpA1
1084,LFT_01440,tnpA1
1085,LFT_01445,uspA
1086,LFT_01448,yqeH
1087,LFT_01453,yeaO
1088,LFT_01455,ywhC
1089,LFT_01475,attH
1090,LFT_01477,lolD-2
1091,LFT_01481,traC
1092,LFT_01485,virB9
1093,LFT_01497,insQ
1094,LFT_01501,pflA
1095,LFT_01502,fdx
1096,LFT_01506,yjbH
1097,LFT_01516,ycf22
1098,LFT_01542,mprF
1099,LFT_01549,ccoP
1100,LFT_01550,yebC
1101,LFT_01564,chaC
1102,LFT_01576,guaB2
1103,LFT_01582,rmuC
1104,LFT_01583,yvlD
1105,LFT_01603,yicC
1106,LFT_01635,MA20_23385
1107,LFT_01650,M1-734
1108,LFT_01708,yybS
1109,LFT_01732,pelC
1110,LFT_01752,gepA
1111,LFT_01769,MA20_32445
1112,LFT_01770,MA20_32425
1113,LFT_01771,gcs2
1114,LFT_01777,hyfE
1115,LFT_01783,nnrR
1116,LFT_01816,istB3
1117,LFT_01818,istB3
1118,LFT_01829,istB
1119,LFT_01840,rfbD
1120,LFT_01868,nfeD
1121,LFT_01926,acuA
1122,LFT_01929,MA20_41470
1123,LFT_01930,MA20_39615
1124,LFT_01956,csbX
1125,LFT_01957,csbX
1126,LFT_01968,yajQ
1127,LFT_01971,pcmF
1128,LFT_02004,ccoP
1129,LFT_02037,abrB
1130,LFT_02051,slp
1131,LFT_02057,repC
1132,LFT_02089,ynfA
1133,LFT_02133,divIC
1134,LFT_02146,omp11
1135,LFT_02164,yaaT
1136,LFT_02168,yacP
1137,LFT_02202,yceD
1138,LFT_02237,pspA
1139,LFT_02252,tnp
1140,LFT_02285,nrnB
1141,LFT_02289,mltC
1142,LFT_02296,ptsN
1143,LFT_02301,yqeY
1144,LFT_02304,pkcI
1145,LFT_02338,yktB
1146,LFT_02341,radC
1147,LFT_02371,cgeB
1148,LFT_02384,flgM
1149,LFT_02386,flgJ
1150,LFT_02389,flgA
1151,LFT_02391,flgF
1152,LFT_02420,ywmF
1153,LFT_02457,yyaL
1154,LFT_02516,yeiH
1155,LFT_02568,cnrT
1156,LFT_00102,Ycf48-like protein
1157,LFT_00135,Light-activated DNA-binding protein EL222
1158,LFT_00288,putative MFS-type transporter
1159,LFT_00310,Ycf48-like protein
1160,LFT_00424,Putative phosphoribosyl transferase
1161,LFT_00517,putative signaling protein
1162,LFT_00525,putative signaling protein
1163,LFT_00535,putative signaling protein
1164,LFT_00687,putative signaling protein
1165,LFT_00700,putative AAA domain-containing protein
1166,LFT_00759,putative signaling protein
1167,LFT_00888,putative signaling protein
1168,LFT_00903,putative signaling protein
1169,LFT_01000,putative signaling protein
1170,LFT_01402,Cytochrome c-551
1171,LFT_01474,Sugar transporter SemiSWEET
1172,LFT_01510,PE-PGRS family protein PE_PGRS18
1173,LFT_01753,Antitoxin VapB39
1174,LFT_01788,Antitoxin VapB47
1175,LFT_01819,Insertion sequence IS5376 putative ATP-binding protein
1176,LFT_01830,Insertion sequence IS5376 putative ATP-binding protein
1177,LFT_02009,"Ferredoxin, 2Fe-2S"
1178,LFT_02039,HTH-type transcriptional repressor
1179,LFT_02123,Outer membrane lipoprotein Omp16
1180,LFT_02153,putative HTH-type transcriptional regulator/GBAA_1941/BAS1801
1181,LFT_02255,Insertion sequence IS5376 putative ATP-binding protein
1182,LFT_02269,putative MFS-type transporter
1183,LFT_00012,putative methyltransferase
1184,LFT_00025,3'3'-cGAMP-specific phosphodiesterase 3
1185,LFT_00146,3'3'-cGAMP-specific phosphodiesterase 2
1186,LFT_00383,3'3'-cGAMP-specific phosphodiesterase 3
1187,LFT_00412,putative zinc protease
1188,LFT_00428,Gamma-butyrobetaine dioxygenase
1189,LFT_00549,Putative multidrug export ATP-binding/permease protein
1190,LFT_00732,Proline dehydrogenase
1191,LFT_00788,Ribonuclease
1192,LFT_01156,3'3'-cGAMP-specific phosphodiesterase 3
1193,LFT_01528,Serine-pyruvate aminotransferase
1194,LFT_01789,Ribonuclease VapC22
1195,LFT_02086,3'3'-cGAMP-specific phosphodiesterase 3
1196,LFT_02273,3'3'-cGAMP-specific phosphodiesterase 1
1197,LFT_02393,Ureidoglycolate lyase
1198,LFT_02415,Exochitinase 1
1199,LFT_00134,udgB
1200,LFT_00329,nuc
1201,LFT_00392,holA
1202,LFT_00488,yccU
1203,LFT_00492,nueM
1204,LFT_00493,nueM
1205,LFT_00503,gmr
1206,LFT_00646,hpnI
1207,LFT_00648,cruF
1208,LFT_00774,yjcH1
1209,LFT_00812,metH2
1210,LFT_00982,rsmE
1211,LFT_01067,dcm
1212,LFT_01087,hipA
1213,LFT_01117,dnaB
1214,LFT_01153,ycjD
1215,LFT_01157,gspO
1216,LFT_01259,pelA
1217,LFT_01260,pelA
1218,LFT_01306,cdsA2
1219,LFT_01324,ycaR
1220,LFT_01369,apgM
1221,LFT_01835,rfaF
1222,LFT_01866,MA20_32440
1223,LFT_01876,hom
1224,LFT_01962,truB
1225,LFT_01964,ttuD
1226,LFT_01998,coxA2
1227,LFT_02000,ccoS
1228,LFT_02019,dcd
1229,LFT_02342,lpxE
1230,LFT_02358,nuoM
1231,LFT_02483,cpaE
1232,LFT_02499,forE
1233,LFT_02533,ppcA
1234,LFT_02585,pssA
1235,LFT_00023,adhT
1236,LFT_00038,ubiE_1
1237,LFT_00077,walK
1238,LFT_00089,mepM_1
1239,LFT_00091,dosP
1240,LFT_00142,sapM
1241,LFT_00145,tusA_1
1242,LFT_00147,trpD
1243,LFT_00176,yciK
1244,LFT_00260,ssuB
1245,LFT_00275,ramA
1246,LFT_00293,thiI
1247,LFT_00326,cdpA
1248,LFT_00388,bchB
1249,LFT_00451,hpnP_1
1250,LFT_00455,fic
1251,LFT_00461,cydX
1252,LFT_00468,rfaF_1
1253,LFT_00470,cusS
1254,LFT_00481,kdpD_1
1255,LFT_00482,kdpD_2
1256,LFT_00539,rpfC_1
1257,LFT_00540,rpfC_2
1258,LFT_00546,bepA_2
1259,LFT_00553,epsJ_1
1260,LFT_00554,epsE_1
1261,LFT_00555,epsJ_2
1262,LFT_00564,glfT1
1263,LFT_00568,bshA
1264,LFT_00569,kanE
1265,LFT_00570,epsD
1266,LFT_00572,icaB_1
1267,LFT_00576,ptk
1268,LFT_00586,ydaM
1269,LFT_00685,cpdA_1
1270,LFT_00710,mepM_2
1271,LFT_00731,rapA_1
1272,LFT_00735,gmr_2
1273,LFT_00739,bepA_3
1274,LFT_00742,bepA_4
1275,LFT_00793,ndoR
1276,LFT_00801,fabG_1
1277,LFT_00854,yabJ
1278,LFT_00993,yhdN
1279,LFT_01033,pknD_1
1280,LFT_01038,pdeB
1281,LFT_01059,rep
1282,LFT_01078,pknD_2
1283,LFT_01092,rpfG_2
1284,LFT_01105,rapA_2
1285,LFT_01108,chuR
1286,LFT_01110,atsB
1287,LFT_01111,ubiG
1288,LFT_01235,gloB_1
1289,LFT_01240,phzF
1290,LFT_01243,fosB
1291,LFT_01248,ppsC
1292,LFT_01257,bepA_5
1293,LFT_01258,bepA_6
1294,LFT_01276,higB_2
1295,LFT_01292,cpdA_2
1296,LFT_01309,wfgD
1297,LFT_01316,rfaC_2
1298,LFT_01321,epsJ_3
1299,LFT_01325,rfaQ_1
1300,LFT_01326,rfaQ_2
1301,LFT_01341,rfaF_3
1302,LFT_01361,dauC
1303,LFT_01407,fcl_1
1304,LFT_01421,cpdA_3
1305,LFT_01487,ravA
1306,LFT_01489,hemN_2
1307,LFT_01511,nanM
1308,LFT_01585,tsrM
1309,LFT_01600,guaB_1
1310,LFT_01608,bepA_7
1311,LFT_01634,mphP
1312,LFT_01655,pimA
1313,LFT_01797,rpfG_3
1314,LFT_01803,hpnP_2
1315,LFT_01810,strE
1316,LFT_01836,mfpsA
1317,LFT_01843,glgM
1318,LFT_01873,gmr_4
1319,LFT_01912,cga
1320,LFT_01916,gpr_2
1321,LFT_01955,guaB_3
1322,LFT_01970,drrA
1323,LFT_02112,adrA
1324,LFT_02152,mhqP
1325,LFT_02197,fabG_2
1326,LFT_02280,puuD
1327,LFT_02340,ubiB
1328,LFT_02353,bepA_9
1329,LFT_02364,yknY
1330,LFT_02370,rfaQ_3
1331,LFT_02408,fom3_2
1332,LFT_02439,hpnP_3
1333,LFT_02458,vgb
1334,LFT_02522,bepA_10
1335,LFT_02539,tusA_3
1336,LFT_02566,ykuV_2
1337,LFT_02567,thpR
1338,LFT_02573,bepA_11
1339,LFT_02577,fosA
1340,LFT_00032,mtcA1
1341,LFT_00043,resE
1342,LFT_00123,gtaB_1
1343,LFT_00205,zraS_1
1344,LFT_00213,yscN
1345,LFT_00304,degP
1346,LFT_00512,rffG
1347,LFT_00562,gtaB_2
1348,LFT_00588,dpnM_1
1349,LFT_00589,rfbD
1350,LFT_00756,tsdA_1
1351,LFT_00757,tsdA_2
1352,LFT_00768,tsdA_3
1353,LFT_01018,dpnM_2
1354,LFT_01180,nifS
1355,LFT_01196,moeB
1356,LFT_01224,ywlC_1
1357,LFT_01313,lpxL
1358,LFT_01405,pdhD_1
1359,LFT_01406,pdhD_2
1360,LFT_01459,pcrA_1
1361,LFT_01546,rkpK
1362,LFT_01618,cph1_2
1363,LFT_01632,hbd
1364,LFT_01658,rmlD
1365,LFT_01763,adaB
1366,LFT_01804,hddA
1367,LFT_01852,ywlC_2
1368,LFT_02034,cdaA
1369,LFT_02141,pcrA_2
1370,LFT_02158,tsaA
1371,LFT_02163,dnaX_2
1372,LFT_02229,ldcA
1373,LFT_02542,polC
1374,LFT_00026,mutT2
1375,LFT_00047,sirC
1376,LFT_00054,gap
1377,LFT_00230,wspC
1378,LFT_00485,garR
1379,LFT_00590,wbgU_1
1380,LFT_00596,wbgU_2
1381,LFT_00605,dmdA
1382,LFT_00606,citA
1383,LFT_00694,rsmA
1384,LFT_00712,ndhC
1385,LFT_00714,nqo5
1386,LFT_00715,nqo4
1387,LFT_00717,hndC_1
1388,LFT_00718,hndC_2
1389,LFT_00857,gppA_1
1390,LFT_00935,ydjH
1391,LFT_00957,mepM_3
1392,LFT_00995,cbiA
1393,LFT_00996,cbiC
1394,LFT_01195,leuA_2
1395,LFT_01199,thiQ
1396,LFT_01209,nasD
1397,LFT_01297,eryG
1398,LFT_01311,waaA
1399,LFT_01346,tsaC
1400,LFT_01364,alaC_1
1401,LFT_01365,alaC_2
1402,LFT_01403,xpkA
1403,LFT_01467,hndC_3
1404,LFT_01725,hpxO
1405,LFT_01807,bfmBAB
1406,LFT_01839,tagH
1407,LFT_01841,gumD
1408,LFT_01900,mepM_4
1409,LFT_01939,merA_3
1410,LFT_01980,fpgS
1411,LFT_02026,nasF_1
1412,LFT_02085,silP
1413,LFT_02175,yjlD
1414,LFT_02223,crtB_1
1415,LFT_02412,gppA_2
1416,LFT_02514,hddC_2
1417,LFT_02517,mutM
1418,LFT_00602,sucC_1
1419,LFT_00603,sucD_1
1420,LFT_01223,zraS_3
1421,LFT_01338,bcrC_1
1422,LFT_01493,sir_2
1423,LFT_01508,cyaA
1424,LFT_01858,kinE_2
1425,LFT_00530,mak1
1426,LFT_00599,gmr_1
1427,LFT_00719,sfrA
1428,LFT_00789,lcfB
1429,LFT_01208,sir_1
1430,LFT_01323,gmhB
1431,LFT_01588,cbiF
1432,LFT_01987,pabA
1433,LFT_02027,nasF_2
1434,LFT_02307,priA_1
1435,LFT_02571,Ribulose bisphosphate carboxylase-like protein
1436,LFT_00072,gloC
1437,LFT_02495,padE_1
1438,LFT_02500,padE_2
1439,LFT_00294,hmoB
1440,LFT_02497,padG
1441,LFT_01568,dld
1442,LFT_01754,vapC
1443,LFT_02186,sdh
1444,LFT_02246,vapC
1445,LFT_00330,trxA_1
1446,LFT_00447,aprB
1447,LFT_00758,cc4_1
1448,LFT_00767,cc4_2
1449,LFT_00673,cysO
1450,LFT_01093,pleD_3
1451,LFT_01857,nifL
1452,LFT_00824,pppA
1453,LFT_00411,MA20_05655
1454,LFT_00840,pqqL
1455,LFT_02050,yhhW_2
1456,LFT_00014,ybaQ_1
1457,LFT_00155,mscK
1458,LFT_00171,tolC_1
1459,LFT_00236,pomA_1
1460,LFT_00237,pomA_2
1461,LFT_00317,dppB_2
1462,LFT_00337,hlyU
1463,LFT_00421,lppC_1
1464,LFT_00431,apbC
1465,LFT_00436,dnaK_1
1466,LFT_00438,erpA_1
1467,LFT_00444,corC
1468,LFT_00559,glrR_1
1469,LFT_00584,zntR
1470,LFT_00585,yfkC
1471,LFT_00597,vnfA
1472,LFT_00729,nrgA
1473,LFT_00747,xcpT
1474,LFT_00748,epsF
1475,LFT_00749,epsE_2
1476,LFT_00776,mdtC_1
1477,LFT_00861,mdtC_2
1478,LFT_00750,xcpQ_1
1479,LFT_00851,petB_1
1480,LFT_00905,emrA
1481,LFT_00912,hpf
1482,LFT_00927,exbB_1
1483,LFT_00928,exbD_1
1484,LFT_00950,cusA
1485,LFT_00955,xerD_2
1486,LFT_00973,emrK_1
1487,LFT_01009,virB4
1488,LFT_01012,ptlH
1489,LFT_01086,xcpQ_2
1490,LFT_01161,hmrR
1491,LFT_01189,fdxB
1492,LFT_01299,xerC_2
1493,LFT_01419,yiaD
1494,LFT_01523,xcpV
1495,LFT_01537,czcB_1
1496,LFT_01572,sigA
1497,LFT_01748,xerD_4
1498,LFT_01774,higA_3
1499,LFT_01792,fitA
1500,LFT_01867,hflK
1501,LFT_01920,hspA_1
1502,LFT_01969,ybhR_2
1503,LFT_02040,nhaK
1504,LFT_02044,aaeB
1505,LFT_02046,aaeA
1506,LFT_02072,czcA_4
1507,LFT_02073,macA_2
1508,LFT_02074,czcC
1509,LFT_02077,ziaR
1510,LFT_02093,xerD_5
1511,LFT_02107,oprM_2
1512,LFT_02108,bepE
1513,LFT_02242,xerD_6
1514,LFT_02287,hspA_2
1515,LFT_02349,acsAB
1516,LFT_02360,nifA
1517,LFT_02378,hag_1
1518,LFT_02385,hag_2
1519,LFT_02479,cusB_3
1520,LFT_02548,mnmG
1521,LFT_00277,bepA_1
1522,LFT_00571,icaA
1523,LFT_00865,flA
1524,LFT_01322,rfaF_2
1525,LFT_01392,menG
1526,LFT_01628,fdtB
1527,LFT_02227,soj
1528,LFT_00385,ttcA
1529,LFT_00044,zraR_1
1530,LFT_00203,zraR_2
1531,LFT_00206,zraR_3
1532,LFT_00228,ylxH
1533,LFT_00863,zur
1534,LFT_01239,lppC_2
1535,LFT_01615,cph2
1536,LFT_01636,ybhF_2
1537,LFT_02142,tolB_2
1538,LFT_02169,yhdG_2
1539,LFT_02480,czcA_6
1540,LFT_00088,thiE
1541,LFT_00643,NAD-dependent epimerase/dehydratase family protein
1542,LFT_00716,nuoE
1543,LFT_01371,cimA
1544,LFT_01503,nuoF2
1545,LFT_01543,SDR family oxidoreductase
1546,LFT_02115,nuoF
1547,LFT_02224,FAD-dependent oxidoreductase
1548,LFT_02572,hpnR
1549,LFT_00036,EAL domain-containing protein
1550,LFT_00112,comF
1551,LFT_00181,redoxin domain-containing protein
1552,LFT_00307,gamma carbonic anhydrase family protein
1553,LFT_00538,putative enoyl-CoA hydratase/isomerase
1554,LFT_00663,probable DNA primase
1555,LFT_01252,pelF
1556,LFT_01307,Gfo/Idh/MocA family oxidoreductase
1557,LFT_01500,TPA: LysM peptidoglycan-binding domain-containing protein
1558,LFT_01617,hypothetical CHASE3 domain-containing protein
1559,LFT_01629,tetratricopeptide repeat protein
1560,LFT_01739,hpnH
1561,LFT_01976,FAD-dependent oxidoreductase
1562,LFT_02166,tatD
1563,LFT_02268,MBL fold metallo-hydrolase
1564,LFT_02422,ccdA
1565,LFT_00810,MBL fold metallo hydrolase
1566,LFT_02286,ABC transporter ATPase
1567,LFT_02494,pyruvate ferredoxin oxidoreductase
1568,LFT_00449,helix-turn-helix transcriptional regulator
1569,LFT_00869,ihfB
1570,LFT_01363,cytochrome c
1571,LFT_01427,hypothetical SEL1-like repeat protein
1572,LFT_01476,ABC transporter permeas
1573,LFT_01765,conserved tetratricopeptide repeat protein
1574,LFT_02428,ABC transporter ATP-binding protein
1575,LFT_02486,dnaJ2
1576,LFT_02545,spo0C
1577,LFT_00031,GGDEF domain-containing protein
1578,LFT_00289,putative oxidoreductase FAD/NAD(P)-binding protein
1579,LFT_00919,GAF sensor protein
1580,LFT_01023,DUF3820 family protein
1581,LFT_01053,AAA family ATPase
1582,LFT_01596,diguanylate cyclase
1583,LFT_01701,NAD(P)/FAD-dependent oxidoreductase
1584,LFT_01808,DegT/DnrJ/EryC1/StrS family aminotransferase
1585,LFT_01863,alpha/beta hydrolase
1586,LFT_01997,putative SUMF1/EgtB/PvdO family nonheme iron enzyme
1587,LFT_02222,beta-lactamase-related serine hydrolase
1588,LFT_00422,putative signaling protein
1589,LFT_01938,putative signaling protein
1590,LFT_00079,bamB_1
1591,LFT_02344,bamB_2
1592,LFT_01644,TetR/AcrR family transcriptional regulator
